variant,seed,episode,day,scale,reward,cumulative_reward,decisions,switches,wall_s
pg_raw,1,7,0505,0.99,-588265,-10022177,35493,9256,39.0
pg_raw,1,8,0505,1.20,-838399,-10860576,38363,8734,46.0
pg_raw,1,9,0507,1.06,-726472,-11587048,33476,9622,48.2
pg_raw,1,10,0505,0.76,-368589,-11955637,31996,9892,42.9
pg_raw,1,11,0506,0.64,-386514,-12342151,35793,9202,45.3
pg_raw,1,12,0505,1.14,-714242,-13056393,37654,8863,54.7
pg_raw,1,13,0505,1.20,-790289,-13846682,33012,9707,59.3
pg_raw,1,14,0507,0.87,-497540,-14344222,29047,10428,56.7
pg_raw,1,15,0506,0.89,-753369,-15097591,39521,8524,62.5
pg_raw,1,16,0505,0.51,-205638,-15303229,31538,9975,56.7
pg_raw,1,17,0507,1.28,-1034230,-16337459,39445,8538,76.4
pg_raw,1,18,0506,0.66,-404624,-16742083,35526,9250,64.8
pg_raw,1,19,0505,1.15,-714703,-17456786,37247,8938,74.6
pg_raw,1,20,0506,0.79,-569887,-18026673,37730,8850,74.5
pg_raw,2,1,0507,0.74,-4803511,-4803511,42888,7912,200.9
pg_raw,2,2,0507,1.14,-1065397,-5868908,49281,6749,30.8
pg_raw,2,3,0507,1.11,-1033227,-6902135,39431,8540,32.3
pg_raw,2,4,0507,0.90,-1173540,-8075675,43083,7876,50.7
pg_raw,2,5,0507,1.22,-883841,-8959516,38962,8626,38.1
pg_raw,2,6,0506,1.24,-1475808,-10435324,48873,6824,74.8
pg_raw,2,7,0506,0.89,-697415,-11132739,44966,7534,39.3
pg_raw,2,8,0505,1.18,-736462,-11869201,42670,7951,44.5
pg_raw,2,9,0505,0.81,-394553,-12263754,39482,8530,42.2
pg_raw,2,10,0505,0.98,-535106,-12798860,39326,8559,47.4
pg_raw,2,11,0507,1.06,-673927,-13472787,38308,8744,55.5
pg_raw,2,12,0505,1.08,-622953,-14095740,39370,8551,56.5
pg_raw,2,13,0507,1.02,-621969,-14717709,37100,8964,60.1
pg_raw,2,14,0506,1.00,-948779,-15666488,42520,7978,68.7
pg_raw,2,15,0505,0.59,-245615,-15912103,34354,9463,58.2
pg_raw,2,16,0507,0.68,-323971,-16236074,32495,9802,62.2
pg_raw,2,17,0505,0.91,-465591,-16701665,35850,9191,68.0
pg_raw,2,18,0507,1.08,-674564,-17376229,37665,8861,77.2
pg_raw,2,19,0507,0.71,-353856,-17730085,33290,9656,71.7
pg_raw,2,20,0506,0.92,-772022,-18502107,40970,8260,79.3
pg_raw,3,1,0507,0.69,-5571083,-5571083,61867,4460,393.4
pg_raw,3,2,0505,0.84,-1516921,-7088004,62912,4270,54.2
pg_raw,3,3,0506,0.89,-1454769,-8542773,44936,7539,54.9
pg_raw,3,4,0507,0.75,-667501,-9210274,41891,8093,31.2
pg_raw,3,5,0505,0.89,-623352,-9833626,39729,8486,35.5
pg_raw,3,6,0507,1.24,-1246479,-11080105,42956,7900,78.0
pg_raw,3,7,0505,0.84,-547077,-11627182,40437,8357,39.5
pg_raw,3,8,0506,1.29,-1674088,-13301270,49353,6736,273.1
pg_raw,3,9,0507,1.28,-1270170,-14571440,42054,8063,114.4
pg_raw,3,10,0506,0.78,-766109,-15337549,45321,7469,57.3
pg_raw,3,11,0505,0.82,-519042,-15856591,40745,8301,53.3
pg_raw,3,12,0506,1.12,-1415061,-17271652,48533,6885,164.6
pg_raw,3,13,0506,1.04,-1234609,-18506261,48069,6970,98.2
pg_raw,3,14,0507,0.92,-706786,-19213047,37445,8901,66.4
pg_raw,3,15,0507,1.26,-1183803,-20396850,41658,8136,99.9
pg_raw,3,16,0507,0.78,-523533,-20920383,35131,9322,66.7
pg_raw,3,17,0507,0.74,-454752,-21375135,34282,9476,69.6
pg_raw,3,18,0506,0.57,-403154,-21778289,39942,8447,69.4
pg_raw,3,19,0507,1.09,-908487,-22686776,39595,8510,91.4
pg_raw,3,20,0507,1.15,-1000256,-23687032,40470,8352,99.9
pg_raw,4,1,0507,0.91,-2275692,-2275692,53795,5928,33.4
pg_raw,4,2,0505,0.95,-1935890,-4211582,44896,7546,67.9
pg_raw,4,3,0505,0.81,-502223,-4713805,38502,8709,22.4
pg_raw,4,4,0506,1.04,-1198300,-5912105,40298,8382,33.6
pg_raw,4,5,0506,0.82,-566126,-6478231,37380,8913,29.0
pg_raw,4,6,0507,0.55,-248925,-6727156,24842,11192,26.9
pg_raw,4,7,0507,1.08,-709169,-7436325,37194,8946,38.0
pg_raw,4,8,0505,0.86,-414061,-7850386,34530,9431,36.0
pg_raw,4,9,0506,1.02,-897160,-8747546,32411,9816,45.1
pg_raw,4,10,0507,1.13,-704393,-9451939,36035,9158,46.5
pg_raw,4,11,0506,0.83,-554472,-10006411,39204,8582,45.3
pg_raw,4,12,0505,0.64,-264826,-10271237,31824,9923,43.0
pg_raw,4,13,0507,1.03,-604288,-10875525,34800,9382,53.1
pg_raw,4,14,0505,0.66,-278270,-11153795,31414,9998,48.4
pg_raw,4,15,0506,1.20,-1389133,-12542928,44255,7663,72.0
pg_raw,4,16,0507,1.15,-732134,-13275062,36339,9102,64.8
pg_raw,4,17,0507,1.02,-603919,-13878981,35900,9182,63.9
pg_raw,4,18,0507,0.77,-386908,-14265889,33320,9651,63.7
pg_raw,4,19,0507,0.84,-442135,-14708024,32233,9849,67.1
pg_raw,4,20,0507,0.60,-273113,-14981137,32066,9879,65.5
pg_raw,5,1,0507,1.15,-1717578,-1717578,34763,9388,117.0
pg_raw,5,2,0505,0.98,-3675115,-5392693,57300,5291,223.1
pg_raw,5,3,0507,0.77,-1058382,-6451075,31087,10057,58.2
pg_raw,5,4,0506,0.83,-831375,-7282450,47336,7102,33.5
pg_raw,5,5,0506,0.60,-419758,-7702208,34211,9489,26.0
pg_raw,5,6,0506,0.91,-888347,-8590555,31472,9987,42.4
pg_raw,5,7,0507,0.71,-414373,-9004928,27657,10681,31.2
pg_raw,5,8,0505,0.80,-444633,-9449561,37348,8918,35.5
pg_raw,5,9,0506,1.13,-1309853,-10759414,42628,7958,81.3
pg_raw,5,10,0505,0.59,-273939,-11033353,32990,9711,36.9
pg_raw,5,11,0507,1.07,-830920,-11864273,36829,9014,53.2
pg_raw,5,12,0506,0.79,-668722,-12532995,38589,8693,47.2
pg_raw,5,13,0507,1.09,-844622,-13377617,36356,9099,59.6
pg_raw,5,14,0507,1.07,-827646,-14205263,35706,9218,62.9
pg_raw,5,15,0507,1.15,-931353,-15136616,37271,8932,98.0
pg_raw,5,16,0506,0.75,-616028,-15752644,37426,8904,80.2
pg_raw,5,17,0506,0.79,-670334,-16422978,37683,8858,81.7
pg_raw,5,18,0506,0.99,-1008208,-17431186,41042,8248,112.4
pg_raw,5,19,0505,1.02,-674184,-18105370,35916,9179,92.4
pg_raw,5,20,0507,1.23,-1057437,-19162807,37803,8836,128.9
pg_raw,6,1,0506,0.77,-2570163,-2570163,60743,4665,115.6
pg_raw,6,2,0506,0.85,-1148174,-3718337,42826,7922,29.1
pg_raw,6,3,0506,0.83,-620584,-4338921,41264,8206,23.1
pg_raw,6,4,0506,0.99,-868532,-5207453,32330,9831,31.0
pg_raw,6,5,0505,0.83,-388624,-5596077,26593,10874,24.3
pg_raw,6,6,0507,1.03,-607401,-6203478,32635,9776,47.1
pg_raw,6,7,0506,0.64,-358872,-6562350,35971,9169,39.8
pg_raw,6,8,0507,0.51,-217587,-6779937,32518,9797,38.2
pg_raw,6,9,0507,0.68,-319915,-7099852,31362,10007,48.6
pg_raw,6,10,0505,0.60,-241076,-7340928,32374,9823,47.6
pg_raw,6,11,0505,1.22,-838168,-8179096,37764,8843,65.4
pg_raw,6,12,0505,0.68,-309346,-8488442,36336,9102,57.4
pg_raw,6,13,0506,0.53,-264612,-8753054,34428,9450,52.7
pg_raw,6,14,0505,0.88,-425030,-9178084,33100,9691,67.8
pg_raw,6,15,0506,1.30,-1669005,-10847089,46157,7317,167.3
pg_raw,6,16,0505,1.02,-540889,-11387978,36787,9020,78.2
pg_raw,6,17,0507,0.76,-387730,-11775708,30779,10113,76.0
pg_raw,6,18,0507,0.56,-248746,-12024454,30528,10158,83.1
pg_raw,6,19,0505,0.58,-235888,-12260342,31701,9946,83.8
pg_raw,6,20,0507,0.64,-301234,-12561576,30504,10163,77.7
pg_raw,7,1,0507,1.22,-4306268,-4306268,64912,3907,305.0
pg_raw,7,2,0505,0.99,-1545449,-5851717,54144,5865,45.1
pg_raw,7,3,0505,0.98,-722875,-6574592,27633,10686,41.4
pg_raw,7,4,0505,0.95,-536373,-7110965,33893,9547,46.9
pg_raw,7,5,0507,0.67,-306487,-7417452,27200,10764,44.7
pg_raw,7,6,0507,0.96,-535739,-7953191,36386,9094,55.8
pg_raw,7,7,0506,0.52,-252572,-8205763,36468,9078,38.5
pg_raw,7,8,0507,0.77,-377792,-8583555,33535,9612,53.2
pg_raw,7,9,0506,1.12,-1347757,-9931312,46908,7180,85.9
pg_raw,7,10,0505,1.30,-836081,-10767393,43242,7847,80.2
pg_raw,7,11,0507,0.73,-340920,-11108313,29800,10292,72.4
pg_raw,7,12,0507,1.20,-773576,-11881889,39196,8582,90.1
pg_raw,7,13,0507,0.86,-443944,-12325833,35938,9175,80.5
pg_raw,7,14,0506,0.50,-243974,-12569807,35789,9202,84.6
pg_raw,7,15,0506,0.77,-489132,-13058939,38810,8653,95.7
pg_raw,7,16,0505,0.50,-193535,-13252474,31604,9963,72.1
pg_raw,7,17,0505,1.15,-652465,-13904939,40846,8282,97.3
pg_raw,7,18,0505,0.78,-342683,-14247622,33914,9543,95.2
pg_raw,7,19,0506,0.75,-462695,-14710317,37336,8921,100.8
pg_raw,7,20,0506,1.06,-1005108,-15715425,33837,9557,120.8
pg_raw,8,1,0507,1.29,-5220667,-5220667,35805,9200,964.2
pg_raw,8,2,0507,1.29,-3499839,-8720506,53456,5990,388.3
pg_raw,8,3,0506,1.29,-2207195,-10927701,57619,5233,339.5
pg_raw,8,4,0505,1.05,-669849,-11597550,41636,8139,51.8
pg_raw,8,5,0505,1.05,-623707,-12221257,38952,8627,55.4
pg_raw,8,6,0506,0.54,-311878,-12533135,34873,9369,48.1
pg_raw,8,7,0507,0.50,-218984,-12752119,29489,10348,37.9
pg_raw,8,8,0506,0.87,-735540,-13487659,42021,8069,64.5
pg_raw,8,9,0506,0.98,-929191,-14416850,42171,8042,61.8
pg_raw,8,10,0505,0.72,-336852,-14753702,33512,9616,66.3
pg_raw,8,11,0506,0.63,-388842,-15142544,36482,9076,62.9
pg_raw,8,12,0505,0.70,-327460,-15470004,33232,9667,67.9
pg_raw,8,12,0505,0.70,-327460,-15797464,33232,9667,32.2
pg_raw,8,13,0505,1.10,-690564,-16488028,39383,8548,40.1
pg_raw,8,14,0505,0.97,-539776,-17027804,36684,9040,39.9
pg_raw,8,15,0505,0.50,-208960,-17236764,31063,10062,36.0
pg_raw,8,16,0507,0.53,-236243,-17473007,30014,10252,38.8
pg_raw,8,17,0506,1.18,-1374011,-18847018,45606,7418,75.7
pg_raw,8,18,0506,0.66,-415732,-19262750,37546,8882,45.8
pg_raw,8,19,0507,0.75,-395831,-19658581,32819,9742,47.5
pg_raw,8,20,0507,0.54,-251542,-19910123,30631,10140,46.9
pg_raw,9,1,0506,0.73,-4698272,-4698272,71963,2626,620.6
pg_raw,9,2,0506,0.76,-1930952,-6629224,59876,4823,56.3
pg_raw,9,3,0507,1.22,-2268868,-8898092,55392,5638,442.0
pg_raw,9,4,0505,1.02,-1034856,-9932948,49193,6765,62.7
pg_raw,9,5,0505,0.51,-352579,-10285527,42540,7974,43.9
pg_raw,9,6,0507,1.05,-688877,-10974404,39534,8522,50.1
pg_raw,9,7,0507,1.12,-708022,-11682426,41454,8172,53.8
pg_raw,9,8,0507,0.82,-415690,-12098116,37488,8894,69.3
pg_raw,9,9,0505,1.00,-518347,-12616463,41482,8167,73.0
pg_raw,9,10,0506,1.15,-1330360,-13946823,50264,6570,76.9
pg_raw,9,11,0505,0.85,-405133,-14351956,38590,8693,74.7
pg_raw,9,12,0505,1.20,-729730,-15081686,42384,8004,100.5
pg_raw,9,13,0505,0.66,-270228,-15351914,33518,9615,87.4
pg_raw,9,14,0506,1.23,-1491462,-16843376,47878,7004,130.1
pg_raw,9,15,0506,0.74,-454739,-17298115,39336,8558,101.6
pg_raw,9,16,0505,0.51,-196743,-17494858,33188,9675,93.0
pg_raw,9,17,0507,1.26,-892459,-18387317,41187,8220,130.6
pg_raw,9,18,0507,0.99,-566551,-18953868,36267,9116,111.8
pg_raw,9,19,0507,0.59,-254999,-19208867,32073,9878,113.7
pg_raw,9,20,0505,0.60,-240131,-19448998,34948,9355,111.6
pg_raw,10,1,0507,0.67,-5846937,-5846937,54617,5779,709.9
pg_raw,10,2,0506,0.62,-1558343,-7405280,69345,3101,46.9
pg_raw,10,3,0507,1.27,-1909141,-9314421,53648,5955,105.2
pg_raw,10,4,0505,1.14,-1501364,-10815785,34739,9393,62.4
pg_raw,10,5,0506,1.20,-1497429,-12313214,54351,5828,142.5
pg_raw,10,6,0507,0.61,-373977,-12687191,38842,8647,57.3
pg_raw,10,7,0505,0.55,-269192,-12956383,40010,8435,59.3
pg_raw,10,8,0505,1.28,-1009078,-13965461,43728,7759,93.5
pg_raw,10,9,0506,0.53,-309007,-14274468,39167,8588,65.5
pg_raw,10,10,0507,0.66,-348232,-14622700,28868,10460,70.2
pg_raw,10,11,0505,0.79,-402220,-15024920,38228,8758,67.7
pg_raw,10,12,0506,0.71,-488683,-15513603,39783,8476,89.2
pg_raw,10,13,0507,0.70,-361024,-15874627,28608,10508,74.5
pg_raw,10,14,0507,0.67,-330686,-16205313,33147,9682,88.9
pg_raw,10,15,0507,0.79,-429727,-16635040,34621,9414,92.5
pg_raw,10,16,0507,0.55,-242911,-16877951,32561,9790,100.6
pg_raw,10,17,0505,1.09,-693970,-17571921,39535,8521,105.1
pg_raw,10,18,0505,0.62,-265836,-17837757,34025,9523,94.3
pg_raw,10,19,0505,0.90,-478292,-18316049,36708,9035,110.6
pg_raw,10,20,0506,0.60,-347213,-18663262,36248,9118,119.1
pg_raw,11,1,0505,0.90,-5822613,-5822613,65761,3752,1050.7
pg_raw,11,2,0506,0.78,-1135137,-6957750,48551,6882,43.0
pg_raw,11,3,0507,0.50,-441158,-7398908,19185,12221,28.3
pg_raw,11,4,0506,0.56,-348669,-7747577,38165,8770,35.0
pg_raw,11,5,0507,1.15,-872939,-8620516,41959,8080,67.1
pg_raw,11,6,0507,0.67,-348860,-8969376,33444,9628,47.3
pg_raw,11,7,0507,0.59,-287892,-9257268,32847,9738,46.6
pg_raw,11,8,0507,1.17,-898967,-10156235,40000,8436,72.0
pg_raw,11,9,0507,0.61,-299459,-10455694,32731,9758,56.9
pg_raw,11,10,0506,0.55,-330815,-10786509,39268,8570,62.1
pg_raw,11,11,0505,0.52,-212556,-10999065,33034,9703,56.6
pg_raw,11,12,0507,0.61,-297162,-11296227,32297,9838,63.7
pg_raw,11,13,0506,1.12,-1288073,-12584300,44212,7671,108.0
pg_raw,11,14,0506,0.57,-340941,-12925241,38150,8773,78.5
pg_raw,11,15,0506,0.63,-398023,-13323264,37640,8866,68.9
pg_raw,11,16,0505,1.27,-965494,-14288758,41054,8245,100.6
pg_raw,11,17,0506,1.21,-1486278,-15775036,45799,7382,176.9
pg_raw,11,18,0506,1.19,-1400159,-17175195,45746,7392,177.3
pg_raw,11,19,0506,0.73,-528848,-17704043,39469,8533,85.0
pg_raw,11,20,0506,0.79,-605599,-18309642,39051,8610,86.7
pg_raw,12,1,0506,1.26,-2960116,-2960116,66267,3660,232.3
pg_raw,12,2,0506,1.30,-2668517,-5628633,60810,4653,757.0
pg_raw,12,3,0506,0.66,-1065751,-6694384,42552,7972,89.4
pg_raw,12,4,0505,1.20,-995889,-7690273,45268,7478,63.8
pg_raw,12,5,0505,1.01,-773370,-8463643,47026,7159,56.2
pg_raw,12,6,0505,0.75,-355120,-8818763,38903,8636,47.6
pg_raw,12,7,0505,0.87,-436047,-9254810,38765,8661,53.6
pg_raw,12,8,0505,0.68,-304760,-9559570,36404,9090,52.7
pg_raw,12,9,0505,1.27,-984103,-10543673,37792,8838,74.1
pg_raw,12,10,0506,0.68,-419964,-10963637,39163,8589,64.0
pg_raw,12,11,0507,0.88,-488315,-11451952,32911,9726,71.0
pg_raw,12,12,0507,1.10,-742272,-12194224,39310,8562,76.2
pg_raw,12,13,0505,0.98,-533581,-12727805,37522,8887,70.8
pg_raw,12,14,0507,1.13,-782725,-13510530,39820,8470,94.5
pg_raw,12,15,0505,0.95,-512468,-14022998,36906,8999,69.6
pg_raw,12,16,0506,0.94,-864663,-14887661,42506,7981,107.0
pg_raw,12,17,0507,0.54,-230393,-15118054,31241,10030,89.8
pg_raw,12,18,0506,0.67,-414969,-15533023,38174,8768,109.0
pg_raw,12,19,0507,1.23,-919170,-16452193,40895,8274,123.5
pg_raw,12,20,0507,1.18,-828348,-17280541,39699,8492,113.8
pg_raw,13,1,0507,1.18,-4986006,-4986006,65814,3743,194.5
pg_raw,13,2,0506,1.25,-4667518,-9653524,61108,4598,728.6
pg_raw,13,3,0505,1.21,-1937970,-11591494,43242,7847,68.2
pg_raw,13,4,0505,0.71,-969541,-12561035,19790,12111,42.8
pg_raw,13,5,0507,0.76,-855827,-13416862,26094,10965,39.7
pg_raw,13,6,0505,0.85,-667514,-14084376,32645,9774,46.9
pg_raw,13,7,0505,1.29,-1024233,-15108609,40778,8295,64.2
pg_raw,13,8,0507,0.94,-566011,-15674620,31462,9989,42.6
pg_raw,13,9,0506,0.62,-356665,-16031285,40146,8410,55.0
pg_raw,13,10,0507,0.80,-419146,-16450431,33817,9560,66.7
pg_raw,13,11,0507,1.14,-726992,-17177423,37350,8918,64.8
pg_raw,13,12,0505,1.16,-688050,-17865473,38886,8639,66.0
pg_raw,13,13,0507,0.54,-240873,-18106346,25939,10993,56.7
pg_raw,13,14,0505,0.67,-281634,-18387980,34042,9520,74.0
pg_raw,13,15,0507,0.76,-379493,-18767473,31984,9894,80.2
pg_raw,13,16,0505,0.69,-289003,-19056476,32547,9792,76.4
pg_raw,13,17,0506,0.81,-560423,-19616899,37786,8839,69.7
pg_raw,13,18,0507,0.84,-453530,-20070429,28790,10475,107.5
pg_raw,13,19,0505,0.60,-246037,-20316466,32814,9743,100.7
pg_raw,13,20,0507,1.25,-899916,-21216382,37831,8831,94.5
pg_raw,14,1,0505,0.79,-3792530,-3792530,59491,4892,357.6
pg_raw,14,2,0507,1.23,-4268471,-8061001,61346,4556,532.2
pg_raw,14,3,0505,1.05,-2288875,-10349876,48126,6959,71.1
pg_raw,14,4,0506,0.57,-1140181,-11490057,51929,6268,107.9
pg_raw,14,5,0506,1.07,-1382660,-12872717,33024,9705,81.7
pg_raw,14,6,0505,1.16,-920480,-13793197,30114,10234,57.2
pg_raw,14,7,0505,0.79,-433844,-14227041,29580,10331,52.0
pg_raw,14,8,0506,1.04,-1089781,-15316822,44099,7692,86.7
pg_raw,14,9,0507,1.05,-681765,-15998587,39864,8462,71.7
pg_raw,14,10,0507,0.93,-516515,-16515102,34558,9426,74.8
pg_raw,14,11,0505,1.29,-902125,-17417227,42606,7962,86.2
pg_raw,14,12,0507,0.93,-525912,-17943139,34765,9388,76.5
pg_raw,14,13,0505,0.81,-374577,-18317716,34618,9415,88.3
pg_raw,14,14,0507,0.60,-273498,-18591214,31430,9995,76.1
pg_raw,14,15,0506,0.76,-507272,-19098486,37686,8858,101.4
pg_raw,14,16,0507,0.85,-454636,-19553122,32838,9739,75.5
pg_raw,14,17,0505,1.06,-585090,-20138212,36691,9038,100.4
pg_raw,14,18,0507,0.65,-309109,-20447321,31305,10018,94.9
pg_raw,14,19,0506,1.21,-1407838,-21855159,45662,7407,170.4
pg_raw,14,20,0505,1.10,-658206,-22513365,38118,8779,112.9
pg_raw,15,1,0507,1.15,-4387576,-4387576,41253,8208,762.3
pg_raw,15,2,0507,0.76,-1200050,-5587626,50964,6443,28.3
pg_raw,15,3,0506,1.20,-2185187,-7772813,51984,6258,89.3
pg_raw,15,4,0507,0.75,-565566,-8338379,41537,8157,44.7
pg_raw,15,5,0506,1.01,-917866,-9256245,44227,7668,61.1
pg_raw,15,6,0507,1.28,-915297,-10171542,45013,7525,73.4
pg_raw,15,7,0507,1.19,-781423,-10952965,41786,8112,73.5
pg_raw,15,8,0505,1.17,-670124,-11623089,43572,7787,73.5
pg_raw,15,9,0507,0.73,-349849,-11972938,36037,9157,48.8
pg_raw,15,10,0506,1.11,-1107914,-13080852,45367,7461,84.6
pg_raw,15,11,0506,0.55,-276777,-13357629,39761,8480,66.7
pg_raw,15,12,0505,0.92,-448439,-13806068,38468,8715,75.3
pg_raw,15,13,0507,1.03,-599747,-14405815,37804,8836,85.5
pg_raw,15,14,0507,0.66,-302234,-14708049,34560,9426,81.5
pg_raw,15,15,0505,0.58,-232796,-14940845,35561,9244,82.2
pg_raw,15,16,0507,1.12,-677396,-15618241,39155,8590,98.0
pg_raw,15,17,0505,1.10,-613932,-16232173,39172,8587,100.6
pg_raw,15,18,0507,0.93,-510206,-16742379,36212,9126,103.8
pg_raw,15,19,0506,0.87,-617341,-17359720,40449,8355,112.0
pg_raw,15,20,0506,0.96,-777321,-18137041,41731,8122,128.9
pg_raw,16,1,0506,0.84,-3205384,-3205384,73239,2393,56.7
pg_raw,16,2,0506,0.55,-1032741,-4238125,56915,5361,35.2
pg_raw,16,3,0506,0.79,-888927,-5127052,33446,9628,45.4
pg_raw,16,4,0506,1.06,-1190180,-6317232,53881,5912,56.2
pg_raw,16,5,0507,0.84,-470748,-6787980,41616,8142,38.3
pg_raw,16,6,0507,0.98,-616828,-7404808,43048,7882,48.5
pg_raw,16,7,0505,0.69,-319262,-7724070,40448,8355,50.4
pg_raw,16,8,0505,1.05,-624096,-8348166,41130,8231,48.8
pg_raw,16,9,0507,1.11,-739981,-9088147,40908,8272,68.1
pg_raw,16,10,0507,0.83,-444251,-9532398,37770,8842,67.3
pg_raw,16,11,0507,0.87,-476420,-10008818,37758,8844,74.6
pg_raw,16,12,0506,1.22,-1470448,-11479266,48687,6857,131.6
pg_raw,16,13,0505,0.59,-259018,-11738284,37874,8823,61.4
pg_raw,16,14,0507,1.23,-909823,-12648107,43568,7788,109.1
pg_raw,16,15,0507,0.59,-273772,-12921879,33570,9606,86.2
pg_raw,16,16,0505,0.89,-452886,-13374765,38182,8767,86.2
pg_raw,16,17,0505,1.25,-854840,-14229605,41601,8146,114.9
pg_raw,16,18,0507,0.61,-279339,-14508944,31749,9936,99.7
pg_raw,16,19,0505,0.82,-394248,-14903192,34663,9407,107.5
pg_raw,16,20,0507,0.93,-535771,-15438963,36061,9153,114.3
pg_raw,17,1,0507,0.63,-3000381,-3000381,31199,10036,125.0
pg_raw,17,2,0507,0.97,-3148488,-6148869,58182,5131,66.8
pg_raw,17,3,0506,0.93,-1268521,-7417390,44504,7618,45.3
pg_raw,17,4,0505,0.73,-394931,-7812321,36622,9050,38.8
pg_raw,17,5,0506,0.54,-346559,-8158880,50865,6461,43.2
pg_raw,17,6,0507,1.08,-783197,-8942077,39491,8530,61.0
pg_raw,17,7,0505,0.54,-222594,-9164671,24866,11188,47.3
pg_raw,17,8,0506,0.60,-314734,-9479405,38815,8652,57.3
pg_raw,17,9,0505,0.62,-252955,-9732360,35828,9195,59.1
pg_raw,17,10,0507,0.77,-387639,-10119999,31955,9900,56.4
pg_raw,17,11,0505,0.55,-218796,-10338795,34603,9418,62.1
pg_raw,17,12,0506,0.80,-536869,-10875664,41333,8194,72.4
pg_raw,17,13,0506,0.63,-342612,-11218276,40576,8332,70.4
pg_raw,17,14,0507,1.22,-804821,-12023097,39158,8590,85.8
pg_raw,17,15,0506,0.58,-304612,-12327709,40208,8398,59.7
pg_raw,17,16,0507,0.55,-234711,-12562420,32963,9716,87.9
pg_raw,17,17,0507,0.97,-561236,-13123656,37109,8962,73.1
pg_raw,17,18,0505,0.78,-360180,-13483836,35600,9236,90.4
pg_raw,17,19,0507,1.24,-842558,-14326394,40375,8368,107.1
pg_raw,17,20,0506,0.60,-319416,-14645810,37466,8898,77.1
pg_raw,18,1,0507,1.07,-6796642,-6796642,57335,5284,1347.2
pg_raw,18,2,0507,0.71,-1085917,-7882559,60270,4751,38.6
pg_raw,18,3,0506,1.18,-1695240,-9577799,54484,5803,367.9
pg_raw,18,4,0506,1.25,-2329255,-11907054,56411,5453,81.5
pg_raw,18,5,0507,1.30,-1302667,-13209721,44938,7538,71.7
pg_raw,18,6,0506,1.30,-1718718,-14928439,53503,5982,106.9
pg_raw,18,7,0506,0.53,-269104,-15197543,40987,8257,52.1
pg_raw,18,8,0505,0.84,-395270,-15592813,39243,8574,63.3
pg_raw,18,9,0505,1.11,-612107,-16204920,40118,8415,71.1
pg_raw,18,10,0506,0.75,-457205,-16662125,41392,8184,69.1
pg_raw,18,11,0506,0.88,-638360,-17300485,40711,8308,76.5
pg_raw,18,12,0506,0.58,-289631,-17590116,38688,8675,71.9
pg_raw,18,13,0506,0.55,-271674,-17861790,36519,9070,69.8
pg_raw,18,14,0507,0.77,-371768,-18233558,34274,9478,82.3
pg_raw,18,15,0507,0.77,-369586,-18603144,34540,9430,73.2
pg_raw,18,16,0506,1.20,-1356762,-19959906,48445,6901,106.9
pg_raw,18,17,0506,1.17,-1244427,-21204333,48651,6864,118.1
pg_raw,18,18,0507,0.52,-225492,-21429825,34026,9522,79.5
pg_raw,18,19,0506,1.15,-1218655,-22648480,45860,7371,108.5
pg_raw,18,20,0507,0.53,-224979,-22873459,31545,9974,85.5
pg_raw,19,1,0506,1.24,-5399955,-5399955,69666,3043,1208.9
pg_raw,19,2,0505,1.10,-1696092,-7096047,60904,4636,57.0
pg_raw,19,3,0507,0.67,-1416482,-8512529,32814,9743,74.0
pg_raw,19,4,0506,0.50,-379823,-8892352,46449,7264,36.7
pg_raw,19,5,0507,1.23,-1118337,-10010689,52424,6178,66.9
pg_raw,19,6,0505,0.74,-331838,-10342527,42736,7939,53.2
pg_raw,19,7,0506,1.16,-1268864,-11611391,48753,6845,64.6
pg_raw,19,8,0506,0.57,-307335,-11918726,40962,8262,56.7
pg_raw,19,9,0506,1.12,-1203981,-13122707,47972,6987,76.7
pg_raw,19,10,0506,0.63,-358810,-13481517,40180,8404,54.5
pg_raw,19,11,0505,0.51,-194997,-13676514,36799,9018,60.9
pg_raw,19,12,0505,0.50,-191966,-13868480,35036,9339,55.3
pg_raw,19,13,0505,1.06,-607155,-14475635,39458,8535,82.3
pg_raw,19,14,0507,0.56,-236553,-14712188,33144,9683,80.4
pg_raw,19,15,0506,0.87,-695411,-15407599,42119,8052,92.4
pg_raw,19,16,0506,0.55,-286250,-15693849,37225,8942,65.8
pg_raw,19,17,0507,1.01,-604674,-16298523,38025,8796,90.4
pg_raw,19,18,0507,0.55,-231979,-16530502,33182,9676,91.0
pg_raw,19,19,0507,0.86,-458140,-16988642,35307,9290,100.7
pg_raw,19,20,0506,0.99,-946248,-17934890,43725,7760,104.5
